,Unnamed: 0,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
371973,371974,NCT03589794,,2018-07-05,,,2022-09-15,2018-07-05,2018-07-18,Actual,,,,,,,2022-09-15,2022-09-16,Actual,"December 21, 2018",Actual,2018-12-21,"April 19, 2021",2021-04-19,"July 5, 2022",Actual,2022-07-05,"July 5, 2022",Actual,2022-07-05,,Interventional,,,rCSP/AP10-602 [GLA-LSQ] Vaccine Trial,"A Phase I Challenge Study to Evaluate Safety, Immunogenicity, and Efficacy of a Malaria Vaccine (rCSP Adjuvanted With AP 10-602 [GLA-LSQ]), in Healthy Adults",Completed,,Phase 1,65.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,7.0,,,False,,,,,True,False,,,False,,,,,,,,2023-06-14 14:26:35,2023-06-14 14:26:35,NIH,,,,,
372776,372777,NCT01176474,,2010-08-05,,,2023-02-23,2010-08-05,2010-08-06,Estimate,,,,,,,2023-02-23,2023-02-24,Actual,"August 13, 2010",Actual,2010-08-13,February 2023,2023-02-28,December 2023,Anticipated,2023-12-31,August 2020,Actual,2020-08-31,,Interventional,,,Vaccine Combining Multiple Class I Peptides and Montanide ISA 51VG With Escalating Doses of Anti-PD-1 Antibody Nivolumab or Ipilimumab With Nivolumab For Patients With Resected Stages IIIC/ IV Melanoma,A Phase I Trial of a Vaccine Combining Multiple Class I Peptides and Montanide ISA 51VG With Escalating Doses of Anti-PD-1 Antibody Nivolumab or Ipilimumab With Nivolumab For Patients With Resected Stages IIIC/ IV Melanoma,"Active, not recruiting",,Phase 1,73.0,Actual,H. Lee Moffitt Cancer Center and Research Institute,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-06-14 14:35:35,2023-06-14 14:35:35,OTHER,,,,,
373004,373005,NCT01922856,,2013-08-12,,,2017-07-05,2013-08-12,2013-08-14,Estimate,,,,,,,2017-07-05,2017-07-06,Actual,"September 19, 2013",Actual,2013-09-19,July 2017,2017-07-31,"July 14, 2016",Actual,2016-07-14,"February 6, 2016",Actual,2016-02-06,,Interventional,,,Challenge Study of an ETEC Vaccine,A Phase 2b Controlled Efficacy Study of Intradermally Delivered ETEC Fimbrial Tip Adhesin Vaccine Against Experimental Challenge With ETEC H10407 in Healthy Adult Volunteers,Completed,,Phase 2,56.0,Actual,U.S. Army Medical Research and Development Command,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-06-14 14:38:11,2023-06-14 14:38:11,FED,,,,,
373208,373209,NCT04553016,,2020-09-10,,,2022-06-21,2020-09-10,2020-09-17,Actual,,,,,,,2022-06-21,2022-06-22,Actual,"August 16, 2021",Actual,2021-08-16,June 2022,2022-06-30,November 2022,Anticipated,2022-11-30,November 2022,Anticipated,2022-11-30,,Interventional,HIV-CORE 006,,A Study to Test Three Experimental HIV Vaccines in Healthy Adults.,"A Phase 1 Trial of ChAdOx1- and MVA-vectored Conserved Mosaic HIV-1 Vaccines in Healthy, Adult HIV-1-negative Volunteers in Eastern and Southern Africa.","Active, not recruiting",,Phase 1,88.0,Actual,University of Oxford,,2.0,,,False,,,,True,False,False,,,,,,Within 12 months of the study completion date we will provide the additional document types as described above.,Aim is to provide a summary of the results or a link to summary results within the trial registration record.,,Yes,"Study information will be made available through an open repository. The information to be made available will be anonymized so that there is no link to participants and will include data on safety, immune responses and any other data generated from samples obtained in this study.",2023-06-14 14:40:34,2023-06-14 14:40:34,OTHER,,,,,
373241,373242,NCT01106092,,2010-04-01,2017-03-01,2010-12-10,2019-09-17,2010-04-14,2010-04-19,Estimate,2017-03-01,2017-04-12,Actual,2010-12-10,2010-12-16,Estimate,2019-09-17,2019-10-01,Actual,"May 13, 2010",Actual,2010-05-13,September 2019,2019-09-30,"September 2, 2010",Actual,2010-09-02,"September 2, 2010",Actual,2010-09-02,,Interventional,,,Study to Evaluate the Immunogenicity and Reactogenicity of a Booster Dose of GSK2036874A Vaccine in Healthy Toddlers,Immunogenicity and Reactogenicity of a Booster Dose of GlaxoSmithKline Biologicals' GSK2036874A Vaccine in Healthy Toddlers,Completed,,Phase 2,312.0,Actual,GlaxoSmithKline,,4.0,,,False,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-15 18:43:24,2023-06-15 18:43:24,INDUSTRY,,,,,
373658,373659,NCT02851056,,2016-07-28,,,2022-11-10,2016-07-28,2016-08-01,Estimate,,,,,,,2022-11-10,2022-11-14,Actual,"September 27, 2016",Actual,2016-09-27,November 2022,2022-11-30,"August 9, 2018",Actual,2018-08-09,"July 16, 2018",Actual,2018-07-16,,Interventional,,,Survivin Vaccine : Multiple Myeloma Autologous Hematopoietic Cell Transplant (HCT),Evaluating the Safety and Biological Activity of a Dendritic Cell Survivin Vaccine in Patients With Multiple Myeloma Undergoing Autologous Hematopoietic Cell Transplantation,Completed,,Early Phase 1,14.0,Actual,H. Lee Moffitt Cancer Center and Research Institute,,1.0,,,False,,,,False,True,False,,,,,,,,,,,2023-06-14 14:45:24,2023-06-14 14:45:24,OTHER,,,,,
373733,373734,NCT04844268,,2021-04-08,,,2022-03-23,2021-04-13,2021-04-14,Actual,,,,,,,2022-03-23,2022-04-04,Actual,"January 13, 2022",Actual,2022-01-13,March 2022,2022-03-31,October 2022,Anticipated,2022-10-31,September 2022,Anticipated,2022-09-30,,Interventional,,,"Study to Assess Safety, Reactogenicity and Immunogenicity of the VACCINE RNA MCTI CIMATEC HDT (HDT-301) Vaccine Against COVID-19","Phase 1, Randomized, Double-Blind, Dose-Escalation Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Nanoparticle Carrier-Formulated Self-Replicating Replicon RNA (repRNA) Vaccine in Healthy Adults",Recruiting,,Phase 1,90.0,Anticipated,SENAI CIMATEC,,4.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-06-14 14:46:18,2023-06-14 14:46:18,OTHER,,,,,
374347,374348,NCT05171946,,2021-12-07,,,2022-10-16,2021-12-22,2021-12-29,Actual,,,,,,,2022-10-16,2022-10-19,Actual,"November 20, 2022",Anticipated,2022-11-20,October 2022,2022-10-31,"July 1, 2023",Anticipated,2023-07-01,"March 1, 2023",Anticipated,2023-03-01,,Interventional,,,Phase-I Study to Evaluate the Safety and Immunogenicity of a Prophylactic pDNA Vaccine Candidate Against COVID-19 in Healthy Adults,"Phase-I, Single Center, Randomized, Dosage Finding Study, to Evaluate the Safety, Tolerability, and Immunogenicity of a Prophylactic COVID-19 pDNA Vaccine After Multiple Ascending Doses in Healthy Adults",Not yet recruiting,,Phase 1,30.0,Anticipated,Imam Abdulrahman Bin Faisal University,,3.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-06-14 14:53:46,2023-06-14 14:53:46,OTHER,,,,,
374410,374411,NCT00905125,,2009-05-18,2011-02-17,,2012-06-07,2009-05-18,2009-05-20,Estimate,2011-03-03,2011-04-06,Estimate,,,,2012-06-07,2012-06-13,Estimate,June 2009,,2009-06-30,March 2010,2010-03-31,March 2010,Actual,2010-03-31,March 2010,Actual,2010-03-31,,Interventional,,,Influenza Vaccine in Pregnant Women,"A Randomized, Double-Blind Trial on the Safety and Immunogenicity of Inactivated Trivalent Influenza Vaccine in Pregnant Women",Completed,,Phase 2,102.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,2.0,,,False,,,,,,,,,,,,,,,,,2023-06-14 01:55:51,2023-06-14 01:55:51,NIH,,,,,
374458,374459,NCT01027351,,2009-12-04,2013-12-18,,2018-09-10,2009-12-04,2009-12-07,Estimate,2014-04-04,2014-05-06,Estimate,,,,2018-09-10,2018-10-09,Actual,January 2010,,2010-01-31,September 2018,2018-09-30,May 2012,Actual,2012-05-31,September 2010,Actual,2010-09-30,,Interventional,,The analysis was done on the all enrolled set.,"Extension Study Evaluating Antibody Persistence and Safety, Tolerability and Immunogenicity of Booster Doses of Novartis rMenB±OMV NZ Vaccine in Healthy UK Children Who Previously Received One or Four Doses of the Same Vaccine","A Phase 2, Open-Label, Single-Center, Extension Study Evaluating Antibody Persistence Compared to Naïve Children and Safety, Tolerability and Immunogenicity of Booster Doses of Novartis rMenB±OMV NZ Vaccine in Healthy UK Children Who Previously Received One or Four Doses of the Novartis Vaccine as Infants in Study V72P6",Completed,,Phase 2,163.0,Actual,Novartis,,6.0,,,False,,,,,,,,,,,,,,,,,2023-06-15 18:46:00,2023-06-15 18:46:00,INDUSTRY,,,,,
374675,374676,NCT00524940,,2007-09-04,2009-02-24,,2016-04-12,2007-09-04,2007-09-05,Estimate,2009-02-24,2009-03-30,Estimate,,,,2016-04-12,2016-04-14,Estimate,August 2007,,2007-08-31,April 2016,2016-04-30,December 2007,Actual,2007-12-31,September 2007,Actual,2007-09-30,,Interventional,,,Trial to Describe the Safety and Immunogenicity of Fluzone®,"Immunogenicity and Safety of the Inactivated, Split-Virion Influenza Vaccine, Northern Hemisphere 2007-2008 Formulation (Intramuscular Route)",Completed,,Phase 2,124.0,Actual,Sanofi,,1.0,,,False,,,,False,,,,,,,,,,,,,2023-06-14 15:07:31,2023-06-14 15:07:31,INDUSTRY,,,,,
374839,374840,NCT05394012,,2022-05-25,,,2022-11-15,2022-05-25,2022-05-27,Actual,,,,,,,2022-11-15,2022-11-18,Actual,December 2022,Anticipated,2022-12-31,November 2022,2022-11-30,June 2023,Anticipated,2023-06-30,February 2023,Anticipated,2023-02-28,,Interventional,,,A Phase 1a Trial to Evaluate the Safety and Immunogenicity of a SARS-CoV-2 mRNA Chimera Vaccine Against COVID-19,"Randomized, Blinded, Positive Control Phase 1a Trial to Evaluate the Safety and Immunogenicity of a SARS-CoV-2 mRNA Chimera Vaccine (RQ3013) in Healthy Adults Aged 18-59 Years",Not yet recruiting,,Phase 1,120.0,Anticipated,"Walvax Biotechnology Co., Ltd.",,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-06-14 15:09:07,2023-06-14 15:09:07,INDUSTRY,,,,,
375019,375020,NCT00488826,,2007-06-18,2009-03-31,,2010-01-15,2007-06-18,2007-06-20,Estimate,2009-03-31,2009-05-27,Estimate,,,,2010-01-15,2010-01-20,Estimate,October 2005,,2005-10-31,January 2010,2010-01-31,May 2007,Actual,2007-05-31,,,,,Interventional,,,Study Evaluating 7-Valent Pneumococcal Conjugate Vaccine in Healthy Infants,An Open-Label Controlled Phase I/III Study to Evaluate the Safety and Immunogenicity of Pneumococcal 7-Valent Conjugate Vaccine [DIPHTHERIA CRM197 PROTEIN] (PrevenarTM) in Healthy Infants,Completed,,Phase 1,800.0,Actual,Wyeth is now a wholly owned subsidiary of Pfizer,,,,,False,,,,,,,,,,,,,,,,,2023-06-16 18:57:55,2023-06-16 18:57:55,INDUSTRY,,,,,
375054,375055,NCT04405908,,2020-05-25,,,2022-02-17,2020-05-25,2020-05-28,Actual,,,,,,,2022-02-17,2022-02-18,Actual,"June 19, 2020",Actual,2020-06-19,February 2022,2022-02-28,"December 8, 2021",Actual,2021-12-08,"October 20, 2021",Actual,2021-10-20,,Interventional,,,SCB-2019 as COVID-19 Vaccine,"A Phase 1, Randomized, Double-blind, Placebo-controlled, First-in-human Study to Evaluate the Safety and Immunogenicity of SCB 2019, a Recombinant SARS-CoV-2 Trimeric S Protein Subunit Vaccine for COVID-19 in Healthy Volunteers.",Completed,,Phase 1,166.0,Actual,Clover Biopharmaceuticals AUS Pty Ltd,,27.0,,,False,,,,,False,False,,,,,,,,,,,2023-06-14 15:11:13,2023-06-14 15:11:13,INDUSTRY,,,,,
375071,375072,NCT01011049,,2009-11-09,2011-07-14,2010-03-31,2016-04-12,2009-11-10,2009-11-11,Estimate,2011-07-14,2011-08-11,Estimate,2010-03-31,2010-04-02,Estimate,2016-04-12,2016-04-14,Estimate,September 2009,,2009-09-30,April 2016,2016-04-30,October 2010,Actual,2010-10-31,May 2010,Actual,2010-05-31,,Interventional,,,Study of Influenza Vaccine Revaccination in Healthy Adults Previously Vaccinated With Fluzone ID or Fluzone IM,Safety and Immunogenicity of Revaccination With Influenza Vaccine in Healthy Adult Subjects Aged 18 to 64 Years Who Were Previously Vaccinated With Fluzone ID or Fluzone IM,Completed,,Phase 2,1250.0,Actual,Sanofi,,4.0,,,False,,,,False,,,,,,,,,,,,,2023-06-15 18:51:22,2023-06-15 18:51:22,INDUSTRY,,,,,
375113,375114,NCT00574704,,2007-12-14,2013-02-14,,2013-06-04,2007-12-14,2007-12-17,Estimate,2013-06-04,2013-07-11,Estimate,,,,2013-06-04,2013-07-11,Estimate,September 2006,,2006-09-30,February 2013,2013-02-28,March 2008,Actual,2008-03-31,March 2008,Actual,2008-03-31,,Interventional,,,A Study to Investigate an Immunomodulatory Therapy in Adult Patients With Perennial Allergic Rhinoconjunctivitis,Double Blind Placebo Controlled Study to Assess Efficacy and Safety of a Combined Allergen Vaccine (CYT005-AllQbG10) and Its Single Components in Patients With House Dust Mite Allergy,Completed,,Phase 2,40.0,Actual,Cytos Biotechnology AG,,4.0,,,False,,,,,,,,,,,,,,,,,2023-06-14 15:11:47,2023-06-14 15:11:47,INDUSTRY,,,,,
375181,375182,NCT05765773,,2023-02-13,,,2023-03-09,2023-03-09,2023-03-13,Actual,,,,,,,2023-03-09,2023-03-13,Actual,"July 1, 2021",Actual,2021-07-01,February 2023,2023-02-28,"March 1, 2023",Anticipated,2023-03-01,"October 1, 2022",Actual,2022-10-01,,Interventional,,,An Open Comparative Study of the Effectiveness and Incomparable Study of the Immunogenicity and Safety of the Vaccine (CoviVac) for Adults Aged 60 Years and Older,An Open Comprative Study of the Prophylactic Efficacy and a Non-comparative Study of the Immunogenicity and Safety of the Inactivated Whole-virion Concentrated Purified Coronavirus Vaccine (CoviVac) for Adults Aged 60 Years and Older,"Active, not recruiting",,Phase 2,200.0,Actual,Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-06-14 15:12:36,2023-06-14 15:12:36,OTHER_GOV,,,,,
375338,375339,NCT05604690,,2022-09-15,,,2023-03-09,2022-11-01,2022-11-03,Actual,,,,,,,2023-03-09,2023-03-13,Actual,"November 3, 2022",Actual,2022-11-03,March 2023,2023-03-31,"July 27, 2023",Anticipated,2023-07-27,"June 16, 2023",Anticipated,2023-06-16,,Interventional,ITV2002,,Safety and Efficacy of Intranasal Administration of Avacc 10 Vaccine Against COVID-19 in Healthy Volunteers,"A Randomized, Double-Blind, Placebo- and OMV-Controlled Phase I Study to Evaluate the Safety, Tolerance, and Immunogenicity of the Avacc 10 Vaccine Administered Intranasally to Healthy Adult Volunteers",Recruiting,,Phase 1,36.0,Anticipated,Intravacc B.V.,,3.0,,,False,,,,True,False,False,,,,,,,,,,,2023-06-14 15:14:00,2023-06-14 15:14:00,INDUSTRY,,,,,
375426,375427,NCT01819155,,2013-03-22,,,2013-10-18,2013-03-22,2013-03-27,Estimate,,,,,,,2013-10-18,2013-10-22,Estimate,April 2013,,2013-04-30,June 2013,2013-06-30,September 2013,Actual,2013-09-30,September 2013,Actual,2013-09-30,,Interventional,,,Immunogenicity and Safety Trial of Adjuvanted and Non-adjuvanted Trivalent Influenza Vaccine in Tropical Africa,Assessment of the Immunogenicity and Safety of an MF59- Adjuvanted Trivalent Influenza Vaccine and a Non-adjuvanted Trivalent Influenza Vaccine Among Children in Senegal,Completed,,Phase 2,296.0,Actual,PATH,,3.0,,,False,,,,False,,,,,,,,,,,,,2023-06-14 23:27:17,2023-06-14 23:27:17,OTHER,,,,,
375990,375991,NCT00551031,,2007-10-29,2011-10-13,2010-03-31,2016-04-12,2007-10-29,2007-10-30,Estimate,2011-10-13,2011-11-24,Estimate,2010-03-31,2010-04-02,Estimate,2016-04-12,2016-05-16,Estimate,October 2007,,2007-10-31,April 2016,2016-04-30,November 2008,Actual,2008-11-30,June 2008,Actual,2008-06-30,,Interventional,,,"Study of Inactivated, Split-Virion Influenza Vaccine and Standard Fluzone® Vaccine in Adult and Elderly Subjects","Immunogenicity and Safety of Two Dosages of the Split, Inactivated, Trivalent Influenza Vaccine Administered by Intradermal Route in the Elderly Compared With Standard Fluzone® in Adults and Elderly Subjects.",Completed,,Phase 2,2098.0,Actual,Sanofi,,5.0,,,False,,,,True,,,,,,,,,,,,,2023-06-14 00:26:57,2023-06-14 00:26:57,INDUSTRY,,,,,
376169,376170,NCT00639925,,2008-03-07,,,2013-03-13,2008-03-19,2008-03-20,Estimate,,,,,,,2013-03-13,2013-03-14,Estimate,March 2007,,2007-03-31,March 2013,2013-03-31,March 2013,Anticipated,2013-03-31,March 2013,Anticipated,2013-03-31,,Interventional,,,Antiangiogenic Peptide Vaccine Therapy With Gemcitabine in Treating Patient With Pancreatic Cancer,"Phase I Sturdy on Antiangiogenic Vaccine Therapy Using Epitope Peptide Derived From VEGFR1 and VEGFR2 With Gemcitabine in Treating Patients With Unresectable, Recurrent, or Metastatic Pancreatic Cancer",Unknown status,"Active, not recruiting",Phase 1,5.0,Actual,Fukushima Medical University,,1.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 20:48:11,2023-06-15 20:48:11,OTHER,,,,,
376595,376596,NCT03538314,,2018-04-22,,,2022-11-16,2018-05-15,2018-05-29,Actual,,,,,,,2022-11-16,2022-11-17,Actual,"July 9, 2018",Actual,2018-07-09,November 2022,2022-11-30,October 2025,Anticipated,2025-10-31,"October 1, 2022",Actual,2022-10-01,,Interventional,,,UV1 Vaccine With Pembrolizumab for Patients With Unresectable or Metastatic Melanoma,"A Phase I, Open-label, Multicenter Study Investigating the Tolerability and Efficacy of UV1 Vaccine in First-line Malignant Melanoma Patients Planned for Treatment With Pembrolizumab","Active, not recruiting",,Phase 1,30.0,Actual,Ultimovacs ASA,,1.0,,,False,,,,False,True,False,,,,,,,,,,,2023-06-14 15:26:34,2023-06-14 15:26:34,INDUSTRY,,,,,
376775,376776,NCT03014310,,2017-01-05,,,2020-03-19,2017-01-05,2017-01-09,Estimate,,,,,,,2020-03-19,2020-03-20,Actual,"January 9, 2017",Actual,2017-01-09,September 2019,2019-09-30,"December 19, 2018",Actual,2018-12-19,"December 19, 2018",Actual,2018-12-19,,Interventional,,,H5N8 Mix and Match With or Without AS03 or MF59 in Healthy Adults: Immunology,"A Phase I Cohort-Randomized, Double-Blind, Controlled Trial in Healthy Adults to Assess the Safety, Reactogenicity, and Immunogenicity of a Monovalent Inactivated Influenza A/H5N8 Virus Vaccine Administered Intramuscularly at Different Dosages Given With or Without AS03 or MF59 Adjuvants: Assessment of Immunological Responses and Lymphocyte Interplay",Completed,,Phase 1,388.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,6.0,,,False,,,,,True,False,,,False,,,,,,,,2023-06-14 15:28:38,2023-06-14 15:28:38,NIH,,,,,
376779,376780,NCT03014076,,2017-01-04,,,2017-01-06,2017-01-06,2017-01-09,Estimate,,,,,,,2017-01-06,2017-01-09,Estimate,January 2008,,2008-01-31,January 2017,2017-01-31,January 2017,Actual,2017-01-31,January 2016,Actual,2016-01-31,,Interventional,,,Immunotherapy Vaccine and Herceptin in Breast Cancer,Phase Ib Trial of Combination Immunotherapy With HER2/Neu Peptide GP2 + GM-CSF Vaccine and Trastuzumab in Breast Cancer Patients,Completed,,Phase 1,30.0,Actual,"Cancer Insight, LLC",,2.0,,,False,,,,True,,,,,,,,,,,No,,2023-06-14 15:28:41,2023-06-14 15:28:41,INDUSTRY,,,,,
377057,377058,NCT02034500,,2014-01-02,,,2016-06-20,2014-01-10,2014-01-13,Estimate,,,,,,,2016-06-20,2016-06-21,Estimate,March 2014,,2014-03-31,June 2016,2016-06-30,April 2015,Actual,2015-04-30,April 2015,Actual,2015-04-30,,Interventional,,,"Evaluate a New Shigella Sonnei Vaccine Administered Either by Intradermal, Intranasal or Intramuscular Route in Healthy Adults","A Phase 1, Randomized, Placebo Controlled, Single Center, Dose Escalation Study to Evaluate the Safety and Immunogenicity of 3 Vaccinations With Shigella Sonnei Vaccine (1790GAHB) Administered Either by Intradermal, Intranasal or Intramuscular Route in Healthy Adults.",Completed,,Phase 1,52.0,Actual,GSK Vaccines Institute For Global Health S.r.l.,,10.0,,,False,,,,True,,,,,,,,,,,,,2023-06-18 00:20:54,2023-06-18 00:20:54,INDUSTRY,,,,,
377424,377425,NCT00654030,,2008-04-02,2011-08-17,,2018-03-11,2008-04-04,2008-04-07,Estimate,2013-04-08,2013-05-20,Estimate,,,,2018-03-11,2018-04-09,Actual,October 2006,,2006-10-31,March 2018,2018-03-31,November 2009,Actual,2009-11-30,November 2009,Actual,2009-11-30,,Interventional,,,Allogeneic Cellular Vaccine 1650-G for Non-Small Cell Lung Cancer,Allogeneic Cellular Vaccine 1650-G for Non-Small Cell Lung Cancer (NSCLC),Completed,,Phase 2,12.0,Actual,University of Kentucky,,1.0,,,False,,,,True,,,,,,,,,,,,,2023-06-14 15:36:19,2023-06-14 15:36:19,OTHER,,,,,
377499,377500,NCT00712530,,2008-07-04,2013-02-19,,2013-02-19,2008-07-08,2008-07-10,Estimate,2013-02-19,2013-03-26,Estimate,,,,2013-02-19,2013-03-26,Estimate,January 2005,,2005-01-31,February 2013,2013-02-28,June 2006,Actual,2006-06-30,June 2006,Actual,2006-06-30,,Interventional,GIHU004,,Single DermaVir Immunization in HIV-1 Infected Patients on HAART,"A Phase I Study to Evaluate the Tolerability and Safety of LC002, a DermaVir Vaccine, in HIV-1-infected Subjects Currently Under Treatment With Highly Active Antiretroviral Therapy (HAART)",Completed,,Phase 1,9.0,Actual,Genetic Immunity,,3.0,,,False,,,,True,,,,,,,,,,,,,2023-06-14 15:37:31,2023-06-14 15:37:31,INDUSTRY,,,,,
